"Time","S","R"
0,10,0
0.239126909067696,11,0
0.255549589636561,12,0
0.312298871762271,11,0
0.389825560446898,12,0
0.398134525329799,13,0
0.399248138505471,14,0
0.446485689537687,15,0
0.451110937847836,14,0
0.501033215709589,15,0
0.530136079085729,16,0
0.539406785924263,17,0
0.540423796244966,18,0
0.557679610432866,19,0
0.59511361245897,18,0
0.617619379089057,19,0
0.685986894419553,20,0
0.899642258026299,21,0
0.95752001053352,20,0
1.00348445077706,19,0
1.06013140213973,18,0
1.16639814454871,19,0
1.18765702805703,18,0
1.21709701393179,19,0
1.25019931288221,18,0
1.28898301362918,19,0
1.30992375339512,20,0
1.3120383118336,19,0
1.36710366761038,18,0
1.3770006701098,17,0
1.38436397069836,18,0
1.39062348577941,17,0
1.44549361431131,18,0
1.47651486470519,17,0
1.48017539515048,16,0
1.48829760894788,17,0
1.5686446383023,18,0
1.58894997697363,17,0
1.60264168154379,18,0
1.60275305211337,19,0
1.65239584870663,20,0
1.65412927435407,19,0
1.66500357589132,20,0
1.68449980166958,19,0
1.71775024513918,20,0
1.75039501134022,21,0
1.76880165459962,22,0
1.7931561428795,21,0
1.84430010899695,22,0
1.88150267026527,23,0
1.88586029203493,24,0
1.90797735193457,23,0
1.91041905625919,22,0
1.93038601727959,23,0
1.96162565075728,24,0
1.96164402782588,25,0
1.96733818197276,26,0
1.99661104597624,25,0
2.04292028934825,26,0
2.04672799578026,27,0
2.06998035370444,28,0
2.08159022488606,29,0
2.08673961138343,28,0
2.08790302932162,29,0
2.11258708450545,28,0
2.12490558610729,27,0
2.13007725171336,28,0
2.14586633284473,29,0
2.14878699273995,28,0
2.17938229323322,27,0
2.2007090555468,28,0
2.20556707872182,29,0
2.21152240262019,30,0
2.2203018840072,31,0
2.24462456470371,32,0
2.24805412229703,33,0
2.27044850477228,34,0
2.30680656416645,35,0
2.30889037251323,36,0
2.30914634302362,37,0
2.32189845263611,36,0
2.32436534406879,37,0
2.33166035786156,38,0
2.35694371071076,37,0
2.36430562362649,36,0
2.39992231925441,37,0
2.42318483188547,38,0
2.44607789074981,37,0
2.46452412249698,38,0
2.47175877409356,39,0
2.48544801011728,38,0
2.55887311934662,39,0
2.56445338885857,40,0
2.56482888578848,39,0
2.58018724433153,40,0
2.58889657136913,41,0
2.60622221801638,42,0
2.6062249067646,43,0
2.6232725480288,44,0
2.66309481387523,45,0
2.66480347785208,46,0
2.66728538595299,47,0
2.69108376822886,48,0
2.72197612217232,49,0
2.74922925963205,48,0
2.75381282458728,49,0
2.77518812469255,50,0
2.77938822866747,51,0
2.79419311675018,52,0
2.79709688557708,51,0
2.80735239994546,52,0
2.81164779363499,53,0
2.81548555783793,54,0
2.82401325345699,55,0
2.82824747920604,56,0
2.82896892331789,57,0
2.83043092851755,56,0
2.84386108977577,57,0
2.84435043234274,58,0
2.84858235816259,59,0
2.85534476232893,58,0
2.88316924627614,57,0
2.88971287617337,58,0
2.89509748519107,59,0
2.89573928081193,60,0
2.90001393898867,59,0
2.90140600110632,60,0
2.92433327893318,61,0
2.92962001809014,62,0
2.93528664541611,63,0
2.95102438755916,62,0
2.95505605045681,63,0
2.96214355707263,64,0
2.96565226513583,65,0
2.96827514596204,66,0
2.96917184131691,67,0
2.97090029204168,68,0
2.97188445747882,67,0
2.99151911884681,68,0
3.00586552906475,69,0
3.01116311705813,68,0
3.02035275897058,69,0
3.04886228753093,68,0
3.07813967408925,69,0
3.08313979399731,68,0
3.08506092217743,69,0
3.09477163827134,68,0
3.1202469425605,69,0
3.12065180628568,70,0
3.13212159518925,71,0
3.1322493443093,70,0
3.13737528990124,71,0
3.14940370401119,72,0
3.16714265072818,73,0
3.17893884352068,74,0
3.1834856803027,75,0
3.21218875998631,76,0
3.21510270433497,75,0
3.23231126007906,74,0
3.24613926430996,75,0
3.25222494227061,76,0
3.25511412158939,77,0
3.26473988215359,76,0
3.27425674709824,77,0
3.29369150820876,78,0
3.29453183652962,79,0
3.2949134803678,80,0
3.30624535494103,81,0
3.30691419995934,80,0
3.30806107122887,81,0
3.31129558338157,82,0
3.31980127860131,83,0
3.32223434381613,82,0
3.33055712137676,81,0
3.33072119299133,82,0
3.34195869524589,81,0
3.37405453359124,82,0
3.38032092950621,83,0
3.38275423710936,82,0
3.3877945916481,83,0
3.38918330208511,84,0
3.39927876331138,83,0
3.40894372904878,84,0
3.41583274532711,85,0
3.42971540401073,84,0
3.43255144169371,85,0
3.43616921891623,86,0
3.46052192078346,87,0
3.46119503148317,86,0
3.46186034856334,85,0
3.4701633318509,86,0
3.4792479671037,87,0
3.48306629398166,88,0
3.48590799878803,89,0
3.49510577767932,88,0
3.49959506865904,87,0
3.50866372762142,86,0
3.51120549257314,87,0
3.52367335589075,86,0
3.53652073599605,87,0
3.54803872419347,88,0
3.55275746799336,89,0
3.56569880029253,90,0
3.57627431556714,89,0
3.57633286422668,90,0
3.58609265996789,91,0
3.58841456067689,90,0
3.60573320070807,89,0
3.60826797252574,88,0
3.61888410308615,89,0
3.6309648727298,88,0
3.63755799124431,89,0
3.63796962118399,90,0
3.64950374482769,89,0
3.65216517175248,90,0
3.65241059737911,89,0
3.65441418099418,88,0
3.65479113186203,87,0
3.66048975255072,88,0
3.66117259173825,87,0
3.67083170741048,88,0
3.67947111159194,89,0
3.67989122729166,90,0
3.68812029324139,89,0
3.6935440770601,90,0
3.70314472065246,89,0
3.70423406031457,88,0
3.70646434357011,89,0
3.7137136267759,90,0
3.72834264188008,91,0
3.72854914516339,90,0
3.74544816358896,89,0
3.74977553697713,90,0
3.75791377381783,91,0
3.75811291552089,90,0
3.7613987639961,89,0
3.76181465567235,90,0
3.80512723872249,89,0
3.82030934441658,90,0
3.83704288389939,91,0
3.83893247827525,90,0
3.85927283398606,91,0
3.87281473951011,92,0
3.87694767857502,91,0
3.8859158426891,90,0
3.88710580107436,91,0
3.88882581435432,90,0
3.89160781030509,91,0
3.89435231942056,90,0
3.91335151497274,89,0
3.92744338738774,88,0
3.92829672212686,89,0
3.93185554325654,88,0
3.9334392626928,89,0
3.93596828040625,90,0
3.9556068088403,91,0
3.9658401130044,90,0
3.96614318386204,91,0
3.97034941206139,90,0
3.97804256670966,89,0
3.98674029970406,88,0
3.99646188559089,89,0
4.00489152347859,90,0
4.02335867232345,91,0
4.02585369724281,92,0
4.02780300203777,91,0
4.02809446495176,92,0
4.03891042332711,93,0
4.03913340660965,94,0
4.04147419195029,93,0
4.04149960017182,94,0
4.05295235189197,93,0
4.05432786426095,92,0
4.08021832223437,91,0
4.08893144740838,92,0
4.0912900665531,93,0
4.09707724472637,94,0
4.0996219520158,93,0
4.10196556306543,92,0
4.10397519449366,91,0
4.10490758418514,92,0
4.10581393960282,93,0
4.1058607975204,92,0
4.13361133700947,93,0
4.13747011913987,94,0
4.13990870809152,93,0
4.17367269594559,94,0
4.18346497950955,95,0
4.18528099509093,96,0
4.19127612285551,97,0
4.19946644818968,96,0
4.21292937312085,95,0
4.22600139431117,96,0
4.22949721514606,97,0
4.23384642991522,96,0
4.25353910400521,97,0
4.25825728562148,98,0
4.26381804800866,99,0
4.26450839049555,98,0
4.26479446585415,99,0
4.28598879552128,100,0
4.28638148660467,99,0
4.29188097718407,98,0
4.29300402087892,99,0
4.29630588400853,100,0
4.3098015749066,99,0
4.31503574092762,98,0
4.31732192299169,97,0
4.3300797169664,96,0
4.33580469437089,95,0
4.34036177239948,94,0
4.34733148397067,95,0
4.34902683256124,96,0
4.35508557504361,97,0
4.35916041600143,96,0
4.38500240258379,97,0
4.38648962021825,98,0
4.39159894045238,99,0
4.39377691129155,98,0
4.39718873772268,97,0
4.40327664151485,98,0
4.40508880516275,99,0
4.41006955610757,98,0
4.41044758901817,99,0
4.41812164039755,100,0
4.41855033232869,99,0
4.42198117503901,100,0
4.44049533189794,101,0
4.46466155362809,100,0
4.48142563805101,101,0
4.49393398095509,100,0
4.49755547677114,99,0
4.51068993068255,98,0
4.54378507476726,99,0
4.55882251200102,100,0
4.564529253439,101,0
4.56731415716021,100,0
4.57877050013811,99,0
4.57891346722963,100,0
4.60014294761169,101,0
4.60781592587705,100,0
4.61175431582047,101,0
4.61718912782329,102,0
4.62585429822315,101,0
4.63125901025298,100,0
4.63787002085112,101,0
4.64247699738177,102,0
4.64502349658282,101,0
4.65484161326548,102,0
4.65630763384755,103,0
4.65822497514464,104,0
4.66368483461864,105,0
4.6734915768292,106,0
4.67926415619591,107,0
4.68312094519987,108,0
4.68436869258124,107,0
4.6844775332758,106,0
4.68554962860825,107,0
4.69553139192462,106,0
4.70407786138759,107,0
4.71469224698828,108,0
4.71471653379803,109,0
4.71572093954379,108,0
4.72032411750396,109,0
4.72618474159252,110,0
4.72719904061002,111,0
4.7284840551919,112,0
4.733837708737,113,0
4.73539079050718,114,0
4.74431302435748,113,0
4.75655014329955,112,0
4.75683974431045,113,0
4.76121081037002,112,0
4.76173914620775,111,0
4.76189977723867,112,0
4.76798294373566,113,0
4.76930987258492,114,0
4.77444134135464,115,0
4.78090741067281,116,0
4.78186817853871,117,0
4.79609202010108,118,0
4.80535496977094,119,0
4.80755796293527,120,0
4.81740645976311,121,0
4.81763381315156,122,0
4.82862077406302,121,0
4.83216105851385,122,0
4.83763827497864,123,0
4.83964881276659,124,0
4.84131718028445,125,0
4.84909730533186,126,0
4.85744059579111,127,0
4.8637814196162,128,0
4.87088294884365,129,0
4.87164507042371,130,0
4.87239136789894,131,0
4.87690871513461,132,0
4.89471255771316,133,0
4.89482388228441,132,0
4.90253435488417,131,0
4.90447915288308,132,0
4.91090672432385,133,0
4.91714147550567,134,0
4.91748853970801,135,0
4.92085040470802,134,0
4.93210821038662,135,0
4.93591492140672,136,0
4.93913244348339,137,0
4.94103961371943,136,0
4.94668495970383,137,0
4.95064482302446,138,0
4.96716223423018,139,0
4.96936182618522,140,0
4.97441977222327,141,0
4.9794390799839,142,0
4.98152892740371,141,0
4.98250974920839,142,0
4.99647827498571,143,0
5.00587776702208,142,0
5.00699534977477,143,0
5.02087110333528,144,0
5.02453072696555,143,0
5.02458609406343,144,0
5.0260437629448,143,0
5.02906350753423,142,0
5.03016071658369,143,0
5.03030183735484,142,0
5.03124268478206,143,0
5.03514205276591,144,0
5.04204952949642,143,0
5.0546862206438,142,0
5.05525877433078,141,0
5.05747555746004,140,0
5.0596285588635,141,0
5.06059619503487,142,0
5.06259692052343,143,0
5.07406381474765,144,0
5.08304784041896,143,0
5.08512274092053,144,0
5.08627899748089,145,0
5.08635605212526,146,0
5.08689107409004,145,0
5.08891004228722,146,0
5.09314592664549,147,0
5.09405861504452,148,0
5.09631199982999,147,0
5.10355843356577,146,0
5.10720345556986,147,0
5.11120068977606,148,0
5.11362045320486,149,0
5.114205213407,150,0
5.11710287804953,151,0
5.12197474818693,152,0
5.13191969004176,153,0
5.13350597088754,154,0
5.13555634730006,153,0
5.13595056131375,154,0
5.13784331887,153,0
5.13954994605217,152,0
5.1444688614452,153,0
5.15317538670538,152,0
5.15519948306232,153,0
5.15934140850788,154,0
5.16932729904931,153,0
5.1729014154199,154,0
5.17511882414321,155,0
5.19141205907896,154,0
5.19847613436525,155,0
5.20347860169089,156,0
5.20782874730432,157,0
5.21013309923943,158,0
5.21194971607417,157,0
5.21534763731605,158,0
5.2160818960693,159,0
5.22012114190049,160,0
5.22103079252886,161,0
5.2242912232356,160,0
5.22999585546355,159,0
5.23372745008833,160,0
5.23764442268764,161,0
5.24395419017086,160,0
5.25550354223819,161,0
5.26302821389306,160,0
5.27767447494947,161,0
5.27919759042906,162,0
5.28047131303026,163,0
5.28462558183481,164,0
5.28539555792752,163,0
5.2881239536354,164,0
5.28977942336706,165,0
5.2907836916498,166,0
5.29412945231218,167,0
5.30083016038599,168,0
5.30207780570957,169,0
5.3023839116512,170,0
5.30327533963066,171,0
5.31169555146224,172,0
5.31232403747776,171,0
5.31716927202103,172,0
5.32233033239988,171,0
5.3243040271895,172,0
5.33510859529111,173,0
5.3374670742267,174,0
5.33821877029148,173,0
5.33839068717575,174,0
5.34126180420645,173,0
5.34499699381733,174,0
5.3617846708778,175,0
5.36841037835881,174,0
5.3687406362507,175,0
5.37029035607657,176,0
5.37193957489472,177,0
5.37422785558946,178,0
5.37505192260928,179,0
5.38238499952641,180,0
5.38833461224497,181,0
5.39172868793114,182,0
5.39244208618551,183,0
5.39441949917661,184,0
5.3948157114196,183,0
5.40223389472439,182,0
5.40937530995677,183,0
5.41035087068443,184,0
5.41366313060472,185,0
5.42475328201095,186,0
5.42773455803288,185,0
5.4390199762928,184,0
