Time S R 
0 10 0 
0.07017905 9 0 
0.1991749 10 0 
0.3440629 9 0 
0.3637604 8 0 
0.3644392 9 0 
0.477587 10 0 
0.4863697 11 0 
0.5108868 12 0 
0.5175974 13 0 
0.5196724 14 0 
0.6215558 15 0 
0.6476801 14 0 
0.6891247 13 0 
0.6974679 14 0 
0.744802 15 0 
0.786123 16 0 
0.7919668 15 0 
0.7989531 16 0 
0.8229839 15 0 
0.8491305 14 0 
0.9389316 15 0 
1.106891 16 0 
1.114702 17 0 
1.141654 18 0 
1.184805 19 0 
1.188415 20 0 
1.24813 19 0 
1.292009 20 0 
1.296677 19 0 
1.3829 18 0 
1.392139 19 0 
1.39513 18 0 
1.400767 19 0 
1.431987 20 0 
1.432015 19 0 
1.464587 20 0 
1.465053 21 0 
1.535246 20 0 
1.556854 19 0 
1.602221 20 0 
1.6123 21 0 
1.64328 22 0 
1.648931 21 0 
1.687144 20 0 
1.690028 21 0 
1.742472 22 0 
1.855322 21 0 
1.858854 22 0 
1.901857 21 0 
1.97447 20 0 
2.096946 21 0 
2.117668 22 0 
2.142941 23 0 
2.16817 22 0 
2.179367 23 0 
2.182854 22 0 
2.197259 23 0 
2.219205 24 0 
2.230271 23 0 
2.285121 22 0 
2.302302 23 0 
2.309691 22 0 
2.322689 23 0 
2.356908 24 0 
2.478293 23 0 
2.509562 24 0 
2.516379 23 0 
2.595159 22 0 
2.602864 23 0 
2.640158 24 0 
2.654301 25 0 
2.679506 24 0 
2.705003 25 0 
2.802849 26 0 
2.82061 27 0 
2.860753 28 0 
2.861545 29 0 
2.876965 30 0 
2.895182 31 0 
2.896978 30 0 
2.897084 31 0 
2.909256 30 0 
3.000475 31 0 
3.001979 30 0 
3.014595 31 0 
3.028359 32 0 
3.043244 33 0 
3.049654 32 0 
3.084865 33 0 
3.088525 32 0 
3.093844 31 0 
3.108614 32 0 
3.109623 33 0 
3.13184 34 0 
3.153249 33 0 
3.158088 34 0 
3.165623 35 0 
3.205957 34 0 
3.208069 33 0 
3.219425 34 0 
3.236259 33 0 
3.273593 34 0 
3.281338 33 0 
3.299472 34 0 
3.313874 35 0 
3.324747 36 0 
3.325205 37 0 
3.33647 36 0 
3.348388 37 0 
3.379096 36 0 
3.383581 37 0 
3.386022 38 0 
3.419221 37 0 
3.459913 38 0 
3.499754 39 0 
3.513299 38 0 
3.539362 37 0 
3.589001 38 0 
3.590577 39 0 
3.618797 40 0 
3.621666 41 0 
3.625071 42 0 
3.625655 43 0 
3.630483 44 0 
3.6722 45 0 
3.677735 46 0 
3.703025 45 0 
3.712419 46 0 
3.746846 45 0 
3.748227 44 0 
3.748268 45 0 
3.749029 44 0 
3.757517 45 0 
3.785807 46 0 
3.811084 47 0 
3.814798 48 0 
3.828146 49 0 
3.828494 50 0 
3.841196 49 0 
3.852713 48 0 
3.860993 47 0 
3.871434 46 0 
3.872728 47 0 
3.89478 48 0 
3.94428 49 0 
3.955364 50 0 
3.959174 51 0 
3.996559 50 0 
4.007752 49 0 
4.015794 50 0 
4.017101 51 0 
4.024334 50 0 
4.032515 49 0 
4.033912 48 0 
4.107365 47 0 
4.133946 48 0 
4.145143 49 0 
4.174087 48 0 
4.174349 49 0 
4.176106 50 0 
4.185589 51 0 
4.190731 50 0 
4.2119 49 0 
4.215439 50 0 
4.233088 51 0 
4.236832 50 0 
4.258412 49 0 
4.2646 50 0 
4.268495 49 0 
4.302569 50 0 
4.312548 51 0 
4.322046 52 0 
4.323881 53 0 
4.326538 54 0 
4.346849 55 0 
4.353915 54 0 
4.355998 55 0 
4.356558 56 0 
4.360981 57 0 
4.373628 58 0 
4.37882 59 0 
