Time S R 
2.048993 261 0 
2.050002 262 0 
2.050511 263 0 
2.05093 262 0 
2.053031 263 0 
2.054624 264 0 
2.059447 265 0 
2.061225 266 0 
2.061817 267 0 
2.063898 266 0 
2.06442 267 0 
2.065195 268 0 
2.065352 269 0 
2.066656 270 0 
2.066841 269 0 
2.067003 268 0 
2.068475 269 0 
2.074731 270 0 
2.083106 271 0 
2.083566 272 0 
2.08578 271 0 
2.086777 270 0 
2.087438 271 0 
2.08898 272 0 
2.092324 273 0 
2.094014 274 0 
2.094464 273 0 
2.095103 274 0 
2.095489 273 0 
2.097799 274 0 
2.097982 275 0 
2.099013 274 0 
2.105187 273 0 
2.10978 272 0 
2.110471 273 0 
2.112043 274 0 
2.114633 273 0 
2.115644 274 0 
2.11614 275 0 
2.120058 276 0 
2.122928 275 0 
2.125668 276 0 
2.127761 277 0 
2.128788 278 0 
2.136225 277 0 
2.136594 276 0 
2.137272 277 0 
2.13998 278 0 
2.140274 279 0 
2.14134 280 0 
2.146979 281 0 
2.148281 280 0 
2.150637 281 0 
2.151749 282 0 
2.154563 283 0 
2.154633 284 0 
2.159877 283 0 
2.162804 284 0 
2.163364 285 0 
2.164951 286 0 
2.167117 287 0 
2.170676 286 0 
2.171803 285 0 
2.172519 284 0 
2.175917 283 0 
2.178552 284 0 
2.178956 285 0 
2.179203 284 0 
2.183685 285 0 
2.183778 284 0 
2.184493 285 0 
2.185432 286 0 
2.186358 287 0 
2.189917 288 0 
2.194083 289 0 
2.19635 290 0 
2.201659 291 0 
2.203502 292 0 
2.20487 291 0 
2.205474 292 0 
2.208019 291 0 
2.208748 292 0 
2.213265 293 0 
2.213849 292 0 
2.213862 293 0 
2.214246 294 0 
2.215068 295 0 
2.219054 296 0 
2.219815 297 0 
2.21998 298 0 
2.221095 297 0 
2.222784 296 0 
2.223649 295 0 
2.223723 294 0 
2.226444 295 0 
2.228138 294 0 
2.231341 293 0 
2.238471 294 0 
2.238648 295 0 
2.241046 294 0 
2.242609 293 0 
2.249582 294 0 
2.254271 293 0 
2.254559 292 0 
2.254699 293 0 
2.262466 294 0 
2.265907 295 0 
2.267708 296 0 
2.269157 295 0 
2.269933 296 0 
2.270331 295 0 
2.270496 296 0 
2.273527 297 0 
2.278028 298 0 
2.27872 299 0 
2.280894 300 0 
2.282137 299 0 
2.285187 298 0 
2.28612 299 0 
2.287052 300 0 
2.289409 299 0 
2.293142 298 0 
2.294826 299 0 
2.297829 298 0 
2.299651 299 0 
2.301002 298 0 
2.301581 299 0 
2.305223 300 0 
2.306264 301 0 
2.30682 302 0 
2.311653 303 0 
2.312223 304 0 
2.313228 303 0 
2.313747 304 0 
2.320806 305 0 
2.325232 306 0 
2.325654 305 0 
2.325948 306 0 
2.326421 305 0 
2.326821 306 0 
2.330834 307 0 
2.334629 308 0 
2.336452 309 0 
2.337068 310 0 
2.340204 309 0 
2.341441 308 0 
2.341668 307 0 
2.341796 308 0 
2.343583 309 0 
2.344066 308 0 
2.344255 309 0 
2.344995 310 0 
2.345159 309 0 
2.348145 310 0 
2.3485 309 0 
2.353 308 0 
2.354654 307 0 
2.355996 308 0 
2.357126 307 0 
2.357776 308 0 
2.358588 309 0 
2.359749 310 0 
2.360511 309 0 
2.361395 310 0 
2.36191 311 0 
2.362977 310 0 
2.366558 309 0 
2.366708 308 0 
2.367483 309 0 
2.369972 310 0 
2.373618 309 0 
2.375364 308 0 
2.378678 307 0 
2.380006 308 0 
2.381177 309 0 
2.384274 308 0 
2.384623 307 0 
2.38546 308 0 
2.390897 309 0 
2.392813 310 0 
2.393303 311 0 
2.396524 310 0 
2.398448 311 0 
2.400343 310 0 
2.401205 309 0 
2.405114 308 0 
2.406284 309 0 
2.407764 308 0 
2.407951 309 0 
2.414384 310 0 
2.416821 311 0 
2.41781 312 0 
2.419001 313 0 
2.420346 314 0 
2.422581 315 0 
2.424944 314 0 
2.425696 315 0 
2.427715 316 0 
2.427873 315 0 
2.430608 314 0 
2.431949 315 0 
2.433393 314 0 
2.433803 313 0 
2.436296 312 0 
2.436372 313 0 
2.444145 314 0 
2.446653 315 0 
2.449171 316 0 
2.450989 317 0 
2.45257 318 0 
2.455234 319 0 
2.45654 320 0 
2.457472 321 0 
2.458701 320 0 
2.464446 321 0 
2.464749 320 0 
2.464813 321 0 
2.467971 322 0 
2.468471 323 0 
2.470649 322 0 
2.472132 323 0 
2.472557 324 0 
2.475144 325 0 
2.475962 326 0 
2.476476 327 0 
2.4769 328 0 
2.478572 329 0 
2.478899 330 0 
2.480757 331 0 
2.48098 332 0 
2.481294 331 0 
2.481307 332 0 
2.483044 333 0 
2.483569 334 0 
2.483731 333 0 
2.486013 334 0 
2.487192 335 0 
2.489328 334 0 
2.489938 335 0 
2.491752 336 0 
2.492565 337 0 
2.503883 338 0 
2.504841 339 0 
2.505352 340 0 
2.507427 341 0 
2.507523 340 0 
2.508463 341 0 
2.510444 342 0 
2.513074 341 0 
2.523329 342 0 
2.529445 343 0 
2.529501 344 0 
2.530842 343 0 
2.532119 344 0 
2.533365 345 0 
2.536301 346 0 
2.537153 347 0 
2.537891 346 0 
2.538396 347 0 
2.539245 346 0 
2.539278 347 0 
2.541987 346 0 
2.545648 345 0 
2.54601 346 0 
2.547303 347 0 
2.548104 348 0 
2.549632 347 0 
2.554433 348 0 
2.554539 349 0 
2.555834 348 0 
2.570244 349 0 
2.570338 350 0 
2.571184 351 0 
2.572075 350 0 
2.578918 351 0 
2.580119 350 0 
2.581076 351 0 
2.581937 352 0 
2.58209 353 0 
2.583896 354 0 
2.584657 355 0 
2.593326 356 0 
2.596972 357 0 
2.601094 358 0 
2.605813 359 0 
2.607093 360 0 
2.609221 359 0 
2.611774 358 0 
2.613525 359 0 
2.615581 358 0 
2.618354 357 0 
2.619829 356 0 
2.620548 357 0 
2.620808 358 0 
2.621532 359 0 
2.622508 360 0 
2.625834 361 0 
2.626121 360 0 
2.627285 359 0 
2.629536 360 0 
2.63165 361 0 
2.640727 360 0 
